title,link,price,location,year,mileage,type,automatisk
Polestar 2,https://www.blocket.se/mobility/item/19996771,94770,Stockholm,2024,1830,El,518 km räckvidd
Skoda Yeti Outdoor,https://www.blocket.se/mobility/item/19167525,94800,Järfälla ∙ Swedal Bilhall,2017,18780,Diesel,Automatisk
Skoda Octavia,https://www.blocket.se/mobility/item/17403753,94800,Järfälla ∙ FMD Bil AB,2019,28770,Diesel,Automatisk
Volkswagen Polo,https://www.blocket.se/mobility/item/20505764,94900,Arlandastad ∙ Märsta Bilhus AB,2018,27180,Bensin,Automatisk
Dacia Logan,https://www.blocket.se/mobility/item/19019873,94900,Kista ∙ Bilia Outlet Kista,2018,10204,Bensin,Automatisk
Nissan Leaf,https://www.blocket.se/mobility/item/20452804,94900,Kungsängen ∙ RA Motor Kungsängen,2017,6836,El,Automatisk
Ford Fiesta,https://www.blocket.se/mobility/item/15216033,94900,Norsborg ∙ Carclusive AB,2018,14990,Bensin,Automatisk
Lada Granta,https://www.blocket.se/mobility/item/18557368,94990,Hägersten ∙ 3 Bilar Stockholm AB,2017,14200,Bensin,Automatisk
Volkswagen Passat,https://www.blocket.se/mobility/item/20528598,95000,Hisings Backa,2018,19000,Plug-in Bensin,37 km räckvidd
Volvo V90,https://www.blocket.se/mobility/item/20523841,95000,Södertälje,2022,39000,Diesel,Automatisk
Volkswagen e-Up!,https://www.blocket.se/mobility/item/20483076,95000,Lidingö,2019,1700,El,160 km räckvidd
Renault Zoe,https://www.blocket.se/mobility/item/20348080,95000,Södertälje,2019,6790,El,311 km räckvidd
Toyota Yaris,https://www.blocket.se/mobility/item/19692448,97500,Spånga,2017,19250,Hybrid bensin,Automatisk
Mercedes-Benz GLE43,https://www.blocket.se/mobility/item/20184206,399700,Bromma ∙ BD Bil,2017,12877,Bensin,Automatisk
Nissan Leaf,https://www.blocket.se/mobility/item/19660097,97900,Malmö ∙ Autopoint AB i Malmö,2017,6200,El,Automatisk
Renault Zoe,https://www.blocket.se/mobility/item/18713956,98900,Göteborg ∙ Eco Auto Göteborg AB,2018,7483,El,Automatisk
Opel Corsa,https://www.blocket.se/mobility/item/15001401,99000,Österhaninge ∙ Haningemotor AB,2019,12321,Bensin,Automatisk
Volkswagen Polo,https://www.blocket.se/mobility/item/19765448,99000,Södertälje,2017,14800,Bensin,Automatisk
Skoda Octavia,https://www.blocket.se/mobility/item/19672394,99000,Arlandastad ∙ Märsta Bilhus AB,2019,19998,Diesel,Automatisk
Kia Picanto,https://www.blocket.se/mobility/item/18420763,99000,Åkersberga ∙ Ny Bil AB,2021,14968,Bensin,Automatisk
Nissan Leaf,https://www.blocket.se/mobility/item/18575198,99500,Agnesberg ∙ Hjalmarsson Bil Ab,2018,17296,El,285 km räckvidd
Renault Zoe,https://www.blocket.se/mobility/item/19936119,99795,Jordbro ∙ Nordiska Bilhallen,2019,13905,El,311 km räckvidd
Seat Leon,https://www.blocket.se/mobility/item/20511853,99800,Södertälje ∙ Hanno Auto,2017,20658,Bensin,Automatisk
Renault Zoe,https://www.blocket.se/mobility/item/17414577,99800,Rosersberg ∙ Wowto Sweden AB,2021,9102,El,387 km räckvidd
Toyota Yaris,https://www.blocket.se/mobility/item/20484261,99900,Huddinge ∙ Bil Labyrinten AB,2019,16600,Hybrid bensin,Automatisk
Kia Niro,https://www.blocket.se/mobility/item/20469485,99900,Västra Frölunda ∙ Billandet AB,2017,25320,Hybrid bensin,Automatisk
Opel Corsa,https://www.blocket.se/mobility/item/20439667,99900,Tumba ∙ Automotor i Stockholm AB,2019,10100,Bensin,Automatisk
Volkswagen Polo,https://www.blocket.se/mobility/item/20093221,99900,Bandhagen ∙ Högdalen Bilhandel,2019,17900,Bensin,Automatisk
Skoda Octavia,https://www.blocket.se/mobility/item/14369223,99900,Vallentuna ∙ Ricond AB,2018,26823,Diesel,Automatisk
Peugeot 308,https://www.blocket.se/mobility/item/19873479,99900,Göteborg ∙ KARMAUTO Göteborg,2017,16471,Diesel,Automatisk
Skoda Octavia Scout,https://www.blocket.se/mobility/item/17753240,99900,Täby ∙ Smartbilval AB,2018,29400,Diesel,Automatisk
Peugeot 208,https://www.blocket.se/mobility/item/18421226,99900,Handen ∙ J BIL Haninge,2017,6949,Bensin,Automatisk
Renault Zoe,https://www.blocket.se/mobility/item/19451011,99900,Täby ∙ Smartbilval AB,2019,12100,El,291 km räckvidd
Peugeot 308,https://www.blocket.se/mobility/item/19243471,99900,Tumba ∙ B1 CARS,2017,16900,Diesel,Automatisk
Citroen C3,https://www.blocket.se/mobility/item/18508649,99900,Täby ∙ Smartbilval AB,2017,11065,Bensin,Automatisk
Volkswagen Golf Alltrack,https://www.blocket.se/mobility/item/18664343,99900,Sollentuna ∙ FordonsGaraget Stockholm AB,2017,27500,Diesel,Automatisk
Dacia Sandero Stepway,https://www.blocket.se/mobility/item/18642979,99900,Saltsjö-Boo ∙ Collect Cars Sverige AB,2018,6694,Bensin,Automatisk
Fiat Tipo,https://www.blocket.se/mobility/item/18639735,99900,Askim ∙ Millons Bil  AB,2020,22497,Diesel,Automatisk
Renault Zoe,https://www.blocket.se/mobility/item/18343826,99900,Huddinge ∙ Bil Labyrinten AB,2017,5900,El,Automatisk
Peugeot 208,https://www.blocket.se/mobility/item/18343315,99900,Sollentuna ∙ We Cars,2017,8100,Bensin,Automatisk
Skoda Octavia,https://www.blocket.se/mobility/item/18184560,99900,Handen ∙ Car Trade Sweden AB,2019,21410,Hybrid gas,Automatisk
Volkswagen Passat,https://www.blocket.se/mobility/item/18073114,99900,Malmö ∙ BTR Cars i Malmö,2017,26444,Plug-in Bensin,Automatisk
Volvo V90,https://www.blocket.se/mobility/item/20520427,99990,Huddinge,2017,39777,Bensin,Automatisk
Seat Leon,https://www.blocket.se/mobility/item/20416876,99990,Gunnilse ∙ AHS Bilar AB,2020,14045,Fordonsgas (CNG),Automatisk
Citroen C1,https://www.blocket.se/mobility/item/14304682,99990,Märsta ∙ Royal Cars AB,2017,7454,Bensin,Automatisk
Renault Clio,https://www.blocket.se/mobility/item/20376073,99999,Vårby,2019,16000,Bensin,Automatisk
Toyota Yaris,https://www.blocket.se/mobility/item/19099147,99999,Angered ∙ Grand Auto Göteborg AB,2017,25203,Hybrid bensin,Automatisk
Volkswagen Golf,https://www.blocket.se/mobility/item/14536835,99999,Angered ∙ Angereds Bilförsäljning AB,2020,29000,Hybrid gas,Automatisk
Kia Rio,https://www.blocket.se/mobility/item/15154101,100000,Upplands Väsby ∙ Fordonsspecialisten,2018,16553,Bensin,Automatisk
Volvo V90,https://www.blocket.se/mobility/item/20507045,101500,Göteborg ∙ PS Auction AB - Fordon,2018,16798,Diesel,Automatisk
Citroen C3,https://www.blocket.se/mobility/item/18266714,104000,Hägersten,2018,12332,Bensin,Automatisk
Kia Picanto,https://www.blocket.se/mobility/item/14862158,104800,Rosersberg ∙ MS Car center,2018,12760,Bensin,Automatisk
Renault Zoe,https://www.blocket.se/mobility/item/20484949,104900,"Järfälla ∙ Riddermark Bil, Veddesta - Järfälla",2019,9223,El,311 km räckvidd
Ford Fiesta,https://www.blocket.se/mobility/item/19456926,104900,Göteborg ∙ Moberg Bil Hisingen,2017,12594,Bensin,Automatisk
Ford Ecosport,https://www.blocket.se/mobility/item/20321742,104900,Västra Frölunda ∙ Erlandsson Bil AB,2017,13526,Bensin,Automatisk
Volkswagen Golf Sportsvan,https://www.blocket.se/mobility/item/18410743,104900,Upplands Väsby ∙ Bilsmidigt,2017,18498,Diesel,Automatisk
Volkswagen Golf,https://www.blocket.se/mobility/item/19269055,104900,Sundbyberg ∙ First Auto,2017,19300,Bensin,Automatisk
Kia Ceed,https://www.blocket.se/mobility/item/19979789,104900,Tumba ∙ Motorkompaniet,2017,17979,Diesel,Automatisk
Kia Picanto,https://www.blocket.se/mobility/item/17741019,104900,Upplands Väsby ∙ Östkusten Marin & Auto,2023,13550,Bensin,Automatisk
Toyota Yaris,https://www.blocket.se/mobility/item/19234844,104900,Rosersberg ∙ Rosersberg Car Group,2020,20500,Hybrid bensin,Automatisk
Kia Ceed,https://www.blocket.se/mobility/item/13360963,104900,Arlandastad ∙ Sigtuna bil,2017,17250,Diesel,Automatisk
Toyota Yaris,https://www.blocket.se/mobility/item/18240273,104900,Järfälla ∙ Bilhuset Stockholm,2018,18729,Hybrid bensin,Automatisk
Mercedes-Benz C200,https://www.blocket.se/mobility/item/17554834,359900,Södertälje ∙ Bilia Mercedes-Benz Södertälje,2022,2813,Bensin,Automatisk
Peugeot 208,https://www.blocket.se/mobility/item/14134210,104900,Skärholmen ∙ Nordic bilar,2019,9000,Bensin,Automatisk
Peugeot 308 SW,https://www.blocket.se/mobility/item/19980185,105000,Malmö ∙ Bli HEL AUTO,2018,20950,Diesel,Automatisk
Dacia Sandero Stepway,https://www.blocket.se/mobility/item/20291546,109000,Norrtälje ∙ Cittrabil Norrtälje AB,2017,3325,Bensin,Automatisk
Peugeot 308,https://www.blocket.se/mobility/item/20241850,109000,Göteborg,2017,127000,Diesel,Automatisk
Volvo V90,https://www.blocket.se/mobility/item/19607701,109000,Arlandastad ∙ Märsta Bilhus AB,2018,37814,Hybrid gas,Automatisk
Kia Picanto,https://www.blocket.se/mobility/item/20415921,109800,"Järfälla ∙ Riddermark Bil, Veddesta - Järfälla",2017,6300,Bensin,Automatisk
Kia Picanto,https://www.blocket.se/mobility/item/19573170,109800,Åkersberga ∙ Aftén Bil KIA Åkersberga Begagnat,2018,9443,Bensin,Automatisk
Volkswagen Polo,https://www.blocket.se/mobility/item/20528412,109900,Huddinge ∙ Bil Labyrinten AB,2020,14360,Bensin,Automatisk
Kia Picanto,https://www.blocket.se/mobility/item/19095822,109900,Askim ∙ CarMax,2020,14500,Bensin,Automatisk
Hyundai IONIQ,https://www.blocket.se/mobility/item/20488655,109900,Österhaninge ∙ RA Motor Haninge,2017,15705,El,Automatisk
Peugeot 3008,https://www.blocket.se/mobility/item/17980625,109900,Täby ∙ Premia Bil AB,2017,20520,Bensin,Automatisk
Skoda Octavia,https://www.blocket.se/mobility/item/20440126,109900,Norsborg ∙ Carclusive AB,2017,18100,Diesel,Automatisk
Kia Picanto,https://www.blocket.se/mobility/item/20329110,109900,Kista ∙ SV BIL AB,2019,10500,Bensin,Automatisk
Seat Leon,https://www.blocket.se/mobility/item/20326149,109900,Vallentuna ∙ Ricond AB,2020,11851,Fordonsgas (CNG),Automatisk
Kia Picanto,https://www.blocket.se/mobility/item/20322712,109900,Kista ∙ SV BIL AB,2019,10000,Bensin,Automatisk
Renault Zoe,https://www.blocket.se/mobility/item/20304257,109900,Huddinge ∙ Bil Labyrinten AB,2019,5300,El,312 km räckvidd
Renault Clio,https://www.blocket.se/mobility/item/13535466,109900,Kungsängen ∙ RA Motor Kungsängen,2017,10500,Bensin,Automatisk
Hyundai i10,https://www.blocket.se/mobility/item/20164347,109900,Malmö ∙ City Motor i Malmö AB,2018,6770,Bensin,Automatisk
Peugeot 308 SW,https://www.blocket.se/mobility/item/13475272,109900,Bromma ∙ Bjurkell Bil Bromma,2017,10500,Bensin,Automatisk
Citroen C4,https://www.blocket.se/mobility/item/18512671,109900,Bro ∙ ELLAS Bil AB,2017,11209,Bensin,Automatisk
Citroen C3,https://www.blocket.se/mobility/item/20027745,109900,Täby ∙ OKIA Automobile AB,2020,6883,Bensin,Automatisk
Skoda Fabia,https://www.blocket.se/mobility/item/17760583,109900,Upplands Väsby ∙ Östkusten Marin & Auto,2021,15695,Bensin,Automatisk
Nissan Micra,https://www.blocket.se/mobility/item/19427174,109900,Västra Frölunda ∙ Interperial bilförsäljning,2022,14685,Bensin,Automatisk
Renault Zoe,https://www.blocket.se/mobility/item/19113253,109900,Södertälje ∙ Touza Bilar AB,2018,4270,El,Automatisk
Skoda Octavia,https://www.blocket.se/mobility/item/18711609,109900,Arlandastad ∙ NordAuto Grupp AB,2019,16600,Hybrid gas,Automatisk
Toyota Yaris,https://www.blocket.se/mobility/item/18665660,109900,Sundbyberg ∙ Auto SECTOR AB,2018,14691,Bensin,Automatisk
Renault Zoe,https://www.blocket.se/mobility/item/18566588,109900,Täby ∙ OKIA Automobile AB,2019,9329,El,312 km räckvidd
Ford Mondeo,https://www.blocket.se/mobility/item/17773238,109900,Västra Frölunda ∙ SC Auto AB,2018,20900,Diesel,Automatisk
Volkswagen Golf,https://www.blocket.se/mobility/item/17594542,109900,Malmö ∙ AutoMotive Europe AB,2018,24400,Bensin,Automatisk
Peugeot 308,https://www.blocket.se/mobility/item/13959405,109990,Märsta ∙ Royal Cars AB,2018,12865,Diesel,Automatisk
Seat Leon,https://www.blocket.se/mobility/item/19046601,109990,Gunnilse ∙ AHS Bilar AB,2017,10560,Fordonsgas (CNG),Automatisk
Seat Leon,https://www.blocket.se/mobility/item/18562728,110000,Jordbro ∙ DRIVE 1 MOTORS,2020,9200,Fordonsgas (CNG),Automatisk
Toyota Yaris,https://www.blocket.se/mobility/item/20002313,110000,Arlandastad ∙ Autohero,2017,18090,Hybrid bensin,Automatisk
Skoda Octavia,https://www.blocket.se/mobility/item/19683072,110000,Norsborg,2017,23008,Diesel,Automatisk
Citroen C4 Cactus,https://www.blocket.se/mobility/item/14810481,110000,Saltsjö-Boo ∙ Dahlbacka Bil AB,2018,9959,Bensin,Automatisk
Renault Kadjar,https://www.blocket.se/mobility/item/13376547,111900,Spånga ∙ Davos Car,2017,16930,Bensin,Automatisk
Toyota Yaris,https://www.blocket.se/mobility/item/20447489,112000,Kista,2019,16000,Hybrid bensin,Automatisk
Hyundai IONIQ,https://www.blocket.se/mobility/item/20337148,112900,Vallentuna ∙ Carson Sverige AB,2018,14204,El,Automatisk
Peugeot 308,https://www.blocket.se/mobility/item/14038351,113000,Angered ∙ Grand Auto Göteborg AB,2017,10461,Diesel,Automatisk
Opel Astra,https://www.blocket.se/mobility/item/18251754,114500,Hisings Kärra ∙ DTN Group AB,2019,16341,Bensin,Automatisk
Ford Focus,https://www.blocket.se/mobility/item/19546400,114795,Jordbro ∙ Nordiska Bilhallen,2018,14950,Bensin,Automatisk
Skoda Octavia,https://www.blocket.se/mobility/item/19567002,114795,Jordbro ∙ Nordiska Bilhallen,2018,20300,Bensin,Automatisk
Fiat Tipo,https://www.blocket.se/mobility/item/20207773,114800,Saltsjö-Boo ∙ Riddermark bil Nacka,2017,9691,Bensin,Automatisk
Mazda MX-30,https://www.blocket.se/mobility/item/20483992,114800,Norsborg ∙ Riddermark Recharge Stockholm,2021,11603,El,200 km räckvidd
Fiat Tipo,https://www.blocket.se/mobility/item/13891566,114900,Västra Frölunda ∙ Erlandsson Bil AB,2017,9972,Bensin,Automatisk
Citroen C3,https://www.blocket.se/mobility/item/20506447,114900,Haninge ∙ Torvalla Bil  Haninge AB,2018,7675,Bensin,Automatisk
Volkswagen e-Golf VII,https://www.blocket.se/mobility/item/20466319,114900,Bromma ∙ BD Bil,2019,18127,El,227 km räckvidd
Peugeot 308,https://www.blocket.se/mobility/item/20465663,114900,Skogås ∙ Riddermark Bil - Länna,2018,18159,Diesel,Automatisk
Mitsubishi ASX,https://www.blocket.se/mobility/item/19159520,114900,Hisings Backa ∙ Bilia Outlet Hisingen Aröd,2017,18184,Diesel,Automatisk
Volvo V90,https://www.blocket.se/mobility/item/19575215,319900,Bromma ∙ BD Bil,2023,14272,Plug-in Bensin,Automatisk
Toyota Aygo,https://www.blocket.se/mobility/item/19534825,114900,Sundbyberg ∙ Europeiska Motor - Rissne,2017,6890,Bensin,Automatisk
Volkswagen Golf,https://www.blocket.se/mobility/item/20388520,114900,Upplands Väsby,2019,19600,Diesel,Automatisk
Volkswagen Polo,https://www.blocket.se/mobility/item/20342074,114900,Hisings Backa ∙ Gothia Bil,2017,14998,Bensin,Automatisk
Volkswagen Golf,https://www.blocket.se/mobility/item/18347209,114900,Arlandastad ∙ Rindstål Bil AB,2020,23100,Bensin,Automatisk
Citroen C3,https://www.blocket.se/mobility/item/13939390,114900,Täby ∙ OKIA Automobile AB,2021,6750,Bensin,Automatisk
Volvo V40,https://www.blocket.se/mobility/item/18502999,114900,Täby ∙ Premia Bil AB,2017,23083,Diesel,Automatisk
Citroen C1,https://www.blocket.se/mobility/item/13996923,114900,Rosersberg ∙ M-fordon AB,2018,2582,Bensin,Automatisk
Renault Zoe,https://www.blocket.se/mobility/item/19117832,114900,Södertälje ∙ Touza Bilar AB,2019,3379,El,312 km räckvidd
Renault Zoe,https://www.blocket.se/mobility/item/19114217,114900,Södertälje ∙ Touza Bilar AB,2019,3248,El,311 km räckvidd
Renault Zoe,https://www.blocket.se/mobility/item/19112997,114900,Södertälje ∙ Touza Bilar AB,2019,3994,El,312 km räckvidd
Kia Niro,https://www.blocket.se/mobility/item/15753812,114900,Limhamn ∙ Malmö Folkbilar,2017,22000,Hybrid bensin,Automatisk
Peugeot 308,https://www.blocket.se/mobility/item/15128329,114900,Saltsjöbaden ∙ Saltsjöbil AB,2017,14558,Diesel,Automatisk
Volkswagen Golf,https://www.blocket.se/mobility/item/19912667,115000,Sollentuna,2020,13900,Bensin,Automatisk
Mitsubishi Space Star,https://www.blocket.se/mobility/item/19800127,115000,Järfälla,2020,52236,Bensin,Automatisk
Kia Optima,https://www.blocket.se/mobility/item/19399482,115000,Värmdö,2018,21400,Plug-in Bensin,Automatisk
Volkswagen Passat,https://www.blocket.se/mobility/item/18038350,115000,Hisings Backa ∙ Netauktion - Bilar,2017,24152,Bensin,Automatisk
Nissan Qashqai,https://www.blocket.se/mobility/item/20337684,115700,Ekerö ∙ BB Ekerö,2018,19860,Bensin,Automatisk
Opel Corsa,https://www.blocket.se/mobility/item/19066617,116000,Arlandastad ∙ Autohero,2017,5780,Bensin,Automatisk
Kia Soul,https://www.blocket.se/mobility/item/19558326,116700,Upplands Väsby ∙ Kamux Upplands Väsby,2019,12439,El,Automatisk
Peugeot 508,https://www.blocket.se/mobility/item/20112439,117000,Arlandastad ∙ Autohero,2017,16800,Diesel,Automatisk
Opel Mokka X,https://www.blocket.se/mobility/item/17457129,118000,Arlandastad ∙ Autohero,2017,12150,Bensin,Automatisk
Toyota Aygo,https://www.blocket.se/mobility/item/19469675,118900,"Järfälla ∙ Riddermark Bil, Veddesta - Järfälla",2019,10225,Bensin,Automatisk
Peugeot 508,https://www.blocket.se/mobility/item/20154010,118900,Vallentuna ∙ Carson Sverige AB,2017,17888,Diesel,Automatisk
Renault Captur,https://www.blocket.se/mobility/item/18036537,119000,Arlandastad ∙ Autohero,2018,12890,Bensin,Automatisk
Volkswagen ID.4,https://www.blocket.se/mobility/item/19615463,119000,Göteborg ∙ PS Auction AB - Fordon,2022,12732,El,506 km räckvidd
Peugeot 308 SW,https://www.blocket.se/mobility/item/19687825,119000,Arlandastad ∙ Autohero,2019,14380,Bensin,Automatisk
Ford Focus,https://www.blocket.se/mobility/item/18713784,119000,Arlandastad ∙ Autohero,2017,14170,Diesel,Automatisk
Kia Picanto,https://www.blocket.se/mobility/item/20481486,119795,Jordbro ∙ Nordiska Bilhallen,2018,5950,Bensin,Automatisk
Volkswagen Polo,https://www.blocket.se/mobility/item/19814842,119800,Norsborg ∙ Jasses Bil,2017,11840,Bensin,Automatisk
Renault Zoe,https://www.blocket.se/mobility/item/20157920,119800,Norsborg ∙ Riddermark Recharge Stockholm,2020,12868,El,377 km räckvidd
Volkswagen e-Golf VII,https://www.blocket.se/mobility/item/19790961,119800,Upplands Väsby ∙ Bilsmidigt,2018,15300,El,Automatisk
Renault Kadjar,https://www.blocket.se/mobility/item/20422536,119800,Tullinge ∙ BILEVO,2019,18130,Bensin,Automatisk
Ford Mondeo,https://www.blocket.se/mobility/item/13491803,119800,Järfälla ∙ Swedal Bilhall,2019,9736,Bensin,Automatisk
Mitsubishi Space Star,https://www.blocket.se/mobility/item/20510511,119900,Täby,2023,6335,Bensin,Automatisk
Volkswagen Passat,https://www.blocket.se/mobility/item/20510027,119900,Arlandastad ∙ Rindstål Bil AB,2017,22800,Plug-in Bensin,Automatisk
Kia Picanto,https://www.blocket.se/mobility/item/20505644,119900,Åkersberga ∙ Kvdbil Åkersberga,2018,7367,Bensin,Automatisk
Nissan Qashqai,https://www.blocket.se/mobility/item/19064347,119900,Kista ∙ Bilia Outlet Auktioner Kungsängen,2017,15003,Bensin,Automatisk
Kia Niro,https://www.blocket.se/mobility/item/18916118,119900,Spånga ∙ Davos Car,2017,20900,Hybrid bensin,Automatisk
Volkswagen Passat,https://www.blocket.se/mobility/item/20351946,119900,Södertälje ∙ Hanno Auto,2017,20940,Plug-in Bensin,Automatisk
Dacia Duster,https://www.blocket.se/mobility/item/15429345,119900,Norrtälje ∙ NB BIL Norrtälje AB,2018,12999,Diesel,Automatisk
Volkswagen Polo,https://www.blocket.se/mobility/item/19172318,119900,Handen ∙ Sundström Bil,2017,11590,Bensin,Automatisk
Dacia Duster,https://www.blocket.se/mobility/item/19895330,119900,Göteborg ∙ Eriksson Bilcenter AB,2018,9849,Diesel,Automatisk
Citroen C3 Aircross,https://www.blocket.se/mobility/item/19859498,119900,Handen ∙ EMA Bilcenter AB,2020,10200,Bensin,Automatisk
Hyundai i20,https://www.blocket.se/mobility/item/19854207,119900,Täby ∙ Smartbilval AB,2018,13927,Bensin,Automatisk
Volkswagen Golf,https://www.blocket.se/mobility/item/19803537,119900,Huddinge ∙ TK Motorgruppen,2018,18720,Bensin,Automatisk
Volkswagen Golf Sportsvan,https://www.blocket.se/mobility/item/19682807,119900,Skogås ∙ Länna Bilcenter AB,2017,18377,Bensin,Automatisk
Volkswagen Golf,https://www.blocket.se/mobility/item/19672851,119900,Tumba ∙ B1 CARS,2019,13400,Hybrid gas,Automatisk
Ford S-MAX,https://www.blocket.se/mobility/item/18802131,119900,Handen ∙ Kümmerling Bil AB,2017,27917,Diesel,Automatisk
Seat Mii,https://www.blocket.se/mobility/item/19225746,119900,Hisings Kärra ∙ Hedin Automotive Mercedes-Benz Hisings Kärra,2021,9615,El,251 km räckvidd
Kia Sportage,https://www.blocket.se/mobility/item/20409139,210000,Täby,2018,4800,Diesel,Automatisk
Ford Ecosport,https://www.blocket.se/mobility/item/13377086,119900,Österhaninge ∙ RA Motor Haninge,2017,6855,Bensin,Automatisk
Volvo S90,https://www.blocket.se/mobility/item/19051223,119900,Agnesberg ∙ Gbg Autocenter,2018,58000,Diesel,Automatisk
Ford Kuga,https://www.blocket.se/mobility/item/13376404,119900,Spånga ∙ Davos Car,2018,20023,Diesel,Automatisk
Kia Ceed,https://www.blocket.se/mobility/item/18573391,119900,Angered ∙ Grand Auto Göteborg AB,2018,18992,Bensin,Automatisk
Toyota Yaris,https://www.blocket.se/mobility/item/18559081,119900,Tumba ∙ Automotor i Stockholm AB,2017,14700,Hybrid bensin,Automatisk
Volvo V60 Cross Country,https://www.blocket.se/mobility/item/14669666,119900,Hisings Backa ∙ Frantz Bil AB,2017,26751,Diesel,Automatisk
Kia Picanto,https://www.blocket.se/mobility/item/13523898,119900,Upplands Väsby ∙ Bilsmidigt,2023,13385,Bensin,Automatisk
Toyota Aygo,https://www.blocket.se/mobility/item/19610465,119995,Handen ∙ Haninge Bilpark AB,2019,10110,Bensin,Automatisk
Volkswagen Passat,https://www.blocket.se/mobility/item/20335062,120000,Lidingö,2017,28250,Diesel,Automatisk
Toyota Aygo,https://www.blocket.se/mobility/item/20483060,120000,Stockholm,2019,5600,Bensin,Automatisk
Citroen C3 Aircross,https://www.blocket.se/mobility/item/18229265,120000,Arlandastad ∙ Autohero,2018,12150,Bensin,Automatisk
Volkswagen Golf,https://www.blocket.se/mobility/item/19698985,120000,Huddinge,2017,16000,Bensin,Automatisk
Skoda Fabia,https://www.blocket.se/mobility/item/19217673,120000,Järfälla,2019,9833,Bensin,Automatisk
Volvo V40,https://www.blocket.se/mobility/item/20418338,122000,Arlandastad ∙ Autohero,2017,18830,Diesel,Automatisk
Peugeot 308 SW,https://www.blocket.se/mobility/item/18247156,122000,Arlandastad ∙ Autohero,2017,7610,Diesel,Automatisk
Kia Optima,https://www.blocket.se/mobility/item/18407776,122900,Spånga ∙ Davos Car,2017,20023,Diesel,Automatisk
Skoda Fabia,https://www.blocket.se/mobility/item/20274793,123000,Arlandastad ∙ Autohero,2019,18210,Bensin,Automatisk
Nissan Qashqai,https://www.blocket.se/mobility/item/19596530,123800,Arlandastad ∙ Rindstål Bil AB,2017,16200,Bensin,Automatisk
Nissan Qashqai,https://www.blocket.se/mobility/item/18725197,124000,Saltsjö-Boo ∙ Rehn Bil,2017,16800,Bensin,Automatisk
Opel Grandland X,https://www.blocket.se/mobility/item/13507596,124000,Arlandastad ∙ Autohero,2018,15070,Bensin,Automatisk
Mercedes-Benz E220,https://www.blocket.se/mobility/item/18083723,124000,Tungelsta ∙ A-Din Bil AB,2018,39700,Diesel,Automatisk
Volkswagen Golf,https://www.blocket.se/mobility/item/19887694,124000,Skärholmen ∙ Autopartner,2017,7790,Hybrid gas,Automatisk
Toyota Yaris,https://www.blocket.se/mobility/item/18932722,124500,Upplands Väsby ∙ Glädjens bil,2018,12636,Hybrid bensin,Automatisk
Toyota Auris,https://www.blocket.se/mobility/item/20162268,124800,Järfälla ∙ RCR Bil AB,2017,18392,Hybrid bensin,Automatisk
Volkswagen Polo,https://www.blocket.se/mobility/item/20158354,124800,Järfälla ∙ RCR Bil AB,2017,11278,Bensin,Automatisk
Citroen C3,https://www.blocket.se/mobility/item/20149861,124900,Kungsängen ∙ BilEnkelt,2020,12093,Bensin,Automatisk
Skoda Superb,https://www.blocket.se/mobility/item/15529178,124900,Arlandastad ∙ Rindstål Bil AB,2017,22900,Diesel,Automatisk
Hyundai i40,https://www.blocket.se/mobility/item/20340535,124900,Vallentuna ∙ Aftén Bil Outlet Vallentuna,2017,15860,Diesel,Automatisk
Seat Leon,https://www.blocket.se/mobility/item/18862883,124900,Arlandastad ∙ Rindstål Bil AB,2017,17600,Bensin,Automatisk
Hyundai i10,https://www.blocket.se/mobility/item/17751672,124900,Haninge ∙ Torvalla Bil  Haninge AB,2018,3710,Bensin,Automatisk
Toyota Yaris,https://www.blocket.se/mobility/item/20249740,124900,Upplands Väsby ∙ Östkusten Marin & Auto,2019,13600,Hybrid bensin,Automatisk
Toyota Auris,https://www.blocket.se/mobility/item/20102106,124900,Tumba ∙ B1 CARS,2017,18400,Hybrid bensin,Automatisk
Renault Zoe,https://www.blocket.se/mobility/item/20030388,124900,Oxie ∙ Automobila i Skåne AB,2019,2326,El,311 km räckvidd
Renault Zoe,https://www.blocket.se/mobility/item/19093962,124900,Bro ∙ Tenn Bil Invest AB,2019,2100,El,312 km räckvidd
Subaru Forester,https://www.blocket.se/mobility/item/19388713,124900,Handen ∙ Classes Classix,2017,19000,Diesel,Automatisk
Peugeot 2008,https://www.blocket.se/mobility/item/19924051,124900,Västra Frölunda ∙ J BIL Frölunda,2017,8068,Bensin,Automatisk
Seat Leon,https://www.blocket.se/mobility/item/18418080,124900,Hisings Kärra ∙ J BIL Tagene,2020,5861,Fordonsgas (CNG),Automatisk
Seat Ibiza,https://www.blocket.se/mobility/item/14287748,124900,Handen ∙ Kümmerling Bil AB,2020,13431,Bensin,Automatisk
Volkswagen Golf,https://www.blocket.se/mobility/item/19072996,124900,Handen ∙ BLD Bil AB,2020,15378,Hybrid gas,Automatisk
Volvo V90,https://www.blocket.se/mobility/item/14785710,124900,Kista ∙ Autoflow,2017,45000,Diesel,Automatisk
Seat Ibiza,https://www.blocket.se/mobility/item/20165796,124995,Handen ∙ Haninge Bilpark AB,2020,13199,Bensin,Automatisk
Hyundai IONIQ,https://www.blocket.se/mobility/item/20522589,125000,Jordbro ∙ Mia Bilcenter  AB,2017,14990,El,Automatisk
